Transect.Label,Sample.Label,Effort,X,Y,Forest_type,For_non,Near_Road,Near_Water
304,304_2,1.05351384,686631.4928,5168820.981,Non_forest,Non,5.743949674,0.16679046
304,304_3,1.05351384,685577.979,5168820.981,Non_forest,Non,4.70735368,0.034530884
304,304_4,1.05351384,684524.4651,5168820.981,Non_forest,Non,3.68037789,0.193556285
305,305_1,1.000000176,676711.7615,5168820.98,Soft,Forest,1.84735988,0.081198615
305,305_10,1.000000175,667711.76,5168820.98,Mixed,Forest,3.142448529,0.015050583
305,305_2,1.000000175,675711.7614,5168820.98,Soft,Forest,2.842396219,0.037507692
305,305_3,1.000000175,674711.7612,5168820.98,Soft,Forest,3.840012391,0.094155626
305,305_4,1.000000176,673711.761,5168820.98,Non_forest,Non,4.838612908,0.009354755
305,305_5,1.000000175,672711.7608,5168820.98,Soft,Forest,5.100244448,0.095843972
305,305_6,1.000000176,671711.7607,5168820.98,Soft,Forest,4.578614136,0.040476088
305,305_7,1.000000175,670711.7605,5168820.98,Soft,Forest,4.083413085,0.111978202
305,305_8,1.000000176,669711.7603,5168820.98,Soft,Forest,3.598668267,0.078876722
305,305_9,1.000000176,668711.7601,5168820.98,Mixed,Forest,3.2522311,0.169936179
306,306_1,1.043642706,665689.9384,5168820.979,Soft,Forest,3.165353309,0.06325151
306,306_10,1.043642706,656297.154,5168820.979,Hard,Forest,0.3968397,0.093901087
306,306_2,1.043642706,664646.2957,5168820.979,Soft,Forest,3.45354828,0.009695607
306,306_3,1.043642706,663602.653,5168820.979,Non_forest,Non,3.914952072,0.112207726
306,306_4,1.043642706,662559.0103,5168820.979,Soft,Forest,4.526484075,0.100742824
306,306_5,1.043642706,661515.3675,5168820.979,Soft,Forest,3.803471126,0.041851008
306,306_6,1.043642706,660471.7248,5168820.979,Soft,Forest,3.079964205,0.245115157
306,306_7,1.043642706,659428.0821,5168820.979,Hard,Forest,2.436131956,0.122127551
306,306_8,1.043642706,658384.4394,5168820.979,Mixed,Forest,1.395294108,0.094597409
306,306_9,1.043642706,657340.7967,5168820.979,Soft,Forest,0.35445626,0.249020517
307,307_1,1.05914911,696096.2328,5171820.982,Mixed,Forest,0.143982549,0.224802647
307,307_2,1.05914911,695037.0837,5171820.982,Soft,Forest,0.094511952,0.146521448
307,307_3,1.05914911,693977.9346,5171820.982,Soft,Forest,1.035897422,0.226171108
307,307_4,1.05914911,692918.7854,5171820.982,Soft,Forest,2.000977522,0.131638708
307,307_5,1.05914911,691859.6363,5171820.982,Soft,Forest,3.007493038,0.051882561
307,307_6,1.05914911,690800.4872,5171820.981,Hard,Forest,4.041003565,0.018481419
307,307_7,1.05914911,689741.3381,5171820.981,Soft,Forest,5.085076244,0.211712942
308,308_1,1.069894,687676.8163,5171820.981,Hard,Forest,7.132999815,0.196979464
308,308_2,1.069894,686606.9223,5171820.981,Non_forest,Non,6.876255653,0.217535714
308,308_3,1.069894,685537.0283,5171820.981,Non_forest,Non,6.029159811,0.080565648
308,308_4,1.069894,684467.1343,5171820.981,Non_forest,Non,5.26383801,0.020105561
308,308_5,1.069894,683397.2403,5171820.981,Non_forest,Non,4.618394861,0.082277789
308,308_6,1.069894,682327.3463,5171820.981,Soft,Forest,4.134493127,0.109044189
309,309_1,1.00000017,676711.7614,5171820.981,Soft,Forest,2.709843114,0.106085955
309,309_10,1.00000017,667711.7598,5171820.98,Soft,Forest,6.13450587,0.100295407
309,309_2,1.00000017,675711.7612,5171820.981,Non_forest,Non,3.457416354,0.015033041
309,309_3,1.00000017,674711.761,5171820.981,Soft,Forest,4.308620056,0.101643556
309,309_4,1.00000017,673711.7609,5171820.98,Non_forest,Non,5.212934061,0.119845612
309,309_5,1.00000017,672711.7607,5171820.98,Non_forest,Non,6.14696363,0.197177776
309,309_6,1.00000017,671711.7605,5171820.98,Soft,Forest,7.098988872,0.038899222
309,309_7,1.00000017,670711.7604,5171820.98,Non_forest,Non,6.742537708,0.0342132
309,309_8,1.00000017,669711.7602,5171820.98,Non_forest,Non,6.407683467,0.387889071
309,309_9,1.00000017,668711.76,5171820.98,Non_forest,Non,6.211190462,0.361821931
310,310_1,1.026810155,665698.3545,5171820.98,Soft,Forest,5.68555524,0.092029918
310,310_10,1.026810155,656457.0631,5171820.979,Soft,Forest,0.43915703,0.287964869
310,310_2,1.026810155,664671.5443,5171820.98,Soft,Forest,5.504427247,0.03372427
310,310_3,1.026810155,663644.7342,5171820.98,Soft,Forest,5.495398168,0.08319615
310,310_4,1.026810155,662617.924,5171820.98,Soft,Forest,5.660506588,0.052142271
310,310_5,1.026810155,661591.1139,5171820.98,Soft,Forest,4.951824945,0.136891115
310,310_6,1.026810155,660564.3037,5171820.98,Soft,Forest,4.031729936,0.156967888
310,310_7,1.026810155,659537.4935,5171820.98,Hard,Forest,3.068289102,0.053299424
310,310_8,1.026810155,658510.6834,5171820.98,Non_forest,Non,2.139327917,0.239132776
310,310_9,1.026810155,657483.8732,5171820.979,Mixed,Forest,1.313899874,0.038949125
311,311_1,0.972016629,695529.8714,5174820.982,Mixed,Forest,2.3855615,0.017524076
311,311_2,0.972016629,694557.8548,5174820.982,Soft,Forest,3.042903145,0.119111713
311,311_3,0.972016629,693585.8382,5174820.982,Soft,Forest,3.410328926,0.086539449
311,311_4,0.972016629,692613.8215,5174820.982,Hard,Forest,3.922135889,0.216847573
311,311_5,0.972016629,691641.8049,5174820.982,Mixed,Forest,4.581920244,0.271163168
311,311_6,0.972016629,690669.7883,5174820.982,Soft,Forest,4.954792287,0.132482218
311,311_7,0.972016629,689697.7716,5174820.982,Non_forest,Non,5.009613949,0.030858882
312,312_1,1.000000176,687711.7631,5174820.982,Soft,Forest,5.57917089,0.305058884
312,312_10,1.000000176,678711.7615,5174820.981,Non_forest,Non,4.983776459,0.003746947
312,312_2,1.000000176,686711.7629,5174820.982,Soft,Forest,6.073913315,0.122709937
312,312_3,1.000000176,685711.7628,5174820.982,Soft,Forest,6.682641545,0.114943025
312,312_4,1.000000176,684711.7626,5174820.982,Non_forest,Non,7.377192864,0.149204452
312,312_5,1.000000176,683711.7624,5174820.982,Non_forest,Non,7.089487626,0.581208606
312,312_6,1.000000176,682711.7622,5174820.981,Soft,Forest,6.425147838,0.198287827
312,312_7,1.000000176,681711.762,5174820.981,Non_forest,Non,5.8512391,0.013626963
312,312_8,1.000000176,680711.7619,5174820.981,Non_forest,Non,5.402913519,0.005690773
312,312_9,1.000000176,679711.7617,5174820.981,Non_forest,Non,5.109359211,0.362997709
313,313_1,1.00000017,676711.7612,5174820.981,Non_forest,Non,5.320054729,0.034458599
313,313_10,1.00000017,667711.7596,5174820.981,Soft,Forest,4.112443221,0.091493044
313,313_2,1.00000017,675711.761,5174820.981,Non_forest,Non,5.747648282,0.03889866
313,313_3,1.00000017,674711.7608,5174820.981,Non_forest,Non,6.300007417,0.118206196
313,313_4,1.00000017,673711.7607,5174820.981,Non_forest,Non,6.949861339,0.190861463
313,313_5,1.00000017,672711.7605,5174820.981,Soft,Forest,7.663276009,0.188756332
313,313_6,1.00000017,671711.7603,5174820.981,Soft,Forest,6.852959363,0.12692003
313,313_7,1.00000017,670711.7602,5174820.981,Non_forest,Non,6.089194973,0.324732942
313,313_8,1.00000017,669711.76,5174820.981,Non_forest,Non,5.402065744,0.260527069
313,313_9,1.00000017,668711.7598,5174820.981,Soft,Forest,4.75621045,0.195786573
314,314_1,0.983190683,665720.164,5174820.981,Non_forest,Non,2.894140191,0.018934306
314,314_2,0.983190683,664736.9734,5174820.98,Non_forest,Non,2.541819715,0.031843131
314,314_3,0.983190683,663753.7827,5174820.98,Non_forest,Non,2.497704901,0.22769671
314,314_4,0.983190683,662770.592,5174820.98,Non_forest,Non,2.701813921,0.061965731
314,314_5,0.983190683,661787.4013,5174820.98,Non_forest,Non,2.881235928,0.099196632
314,314_6,0.983190683,660804.2106,5174820.98,Soft,Forest,2.895199002,0.002339483
314,314_7,0.983190683,659821.0199,5174820.98,Mixed,Forest,2.006115548,0.074557279
314,314_8,0.983190683,658837.8293,5174820.98,Mixed,Forest,1.107920916,0.139831464
314,314_9,0.983190683,657854.6386,5174820.98,Hard,Forest,0.271642568,0.304885967
315,315_1,1.176722975,701976.8495,5177820.983,Soft,Forest,0.070097182,0.154834886
315,315_2,1.176722975,700800.1266,5177820.983,Soft,Forest,0.953450109,0.017017118
316,316_1,1.000000174,698711.7648,5177820.983,Mixed,Forest,0.713970804,0.019481249
316,316_10,1.000000174,689711.7632,5177820.982,Non_forest,Non,2.066468647,0.011461272
316,316_2,1.000000174,697711.7646,5177820.983,Mixed,Forest,0.893161484,0.001542894
316,316_3,1.000000174,696711.7645,5177820.983,Mixed,Forest,1.666664897,0.250327613
316,316_4,1.000000174,695711.7643,5177820.983,Soft,Forest,2.545442057,0.281537927
316,316_5,1.000000174,694711.7641,5177820.983,Mixed,Forest,2.52727598,0.069821262
316,316_6,1.000000174,693711.7639,5177820.983,Non_forest,Non,2.483175937,0.092347512
316,316_7,1.000000174,692711.7638,5177820.983,Non_forest,Non,2.29434374,0.039549212
316,316_9,1.000000174,690711.7634,5177820.983,Soft,Forest,1.963042401,0.291188777
317,317_1,1.000000171,687711.7629,5177820.982,Soft,Forest,3.139783498,0.065253347
317,317_10,1.000000171,678711.7613,5177820.982,Soft,Forest,6.778750182,0.059124744
317,317_2,1.000000171,686711.7627,5177820.982,Soft,Forest,3.952659352,0.615425401
317,317_3,1.000000171,685711.7625,5177820.982,Soft,Forest,4.836196056,0.059596753
317,317_4,1.000000171,684711.7624,5177820.982,Soft,Forest,5.75795696,0.153404989
317,317_5,1.000000171,683711.7622,5177820.982,Soft,Forest,6.702189649,0.084813521
317,317_6,1.000000171,682711.762,5177820.982,Soft,Forest,7.660589053,0.302073875
317,317_7,1.000000171,681711.7619,5177820.982,Soft,Forest,7.350647902,0.577395105
317,317_8,1.000000171,680711.7617,5177820.982,Soft,Forest,7.024136977,0.120647999
317,317_9,1.000000171,679711.7615,5177820.982,Soft,Forest,6.829712787,0.29946094
318,318_1,1.000000175,676711.761,5177820.982,Non_forest,Non,7.11086567,0.2441884
318,318_10,1.000000175,667711.7594,5177820.981,Soft,Forest,1.854081415,0.049438077
318,318_2,1.000000175,675711.7608,5177820.982,Non_forest,Non,7.474683275,0.031598314
318,318_3,1.000000175,674711.7607,5177820.982,Mixed,Forest,7.948419309,0.10806327
318,318_4,1.000000175,673711.7605,5177820.982,Mixed,Forest,7.454330656,0.097563692
318,318_5,1.000000175,672711.7603,5177820.981,Soft,Forest,6.475146689,0.012795576
318,318_6,1.000000175,671711.7601,5177820.981,Soft,Forest,5.503453618,0.083744104
318,318_7,1.000000175,670711.76,5177820.981,Non_forest,Non,4.54405991,0.218476285
318,318_8,1.000000175,669711.7598,5177820.981,Non_forest,Non,3.602376822,0.338909745
318,318_9,1.000000175,668711.7596,5177820.981,Soft,Forest,2.686186625,0.06064065
319,319_1,0.93986491,665741.8267,5177820.981,Soft,Forest,0.5486008,0.105595397
319,319_2,0.93986491,664801.9618,5177820.981,Non_forest,Non,0.056453357,0.34509988
319,319_3,0.93986491,663862.0969,5177820.981,Non_forest,Non,0.465901526,0.028238715
319,319_4,0.93986491,662922.232,5177820.981,Non_forest,Non,0.256650847,0.054316644
319,319_5,0.93986491,661982.3671,5177820.981,Mixed,Forest,0.075071699,0.272589819
319,319_6,0.93986491,661042.5022,5177820.981,Soft,Forest,0.841525324,0.317237375
319,319_7,0.93986491,660102.6373,5177820.981,Soft,Forest,0.871082689,0.055750557
319,319_8,0.93986491,659162.7723,5177820.981,Mixed,Forest,0.211417204,0.529759918
320,320_1,4.087821051,703788.6083,5180820.984,Soft,Forest,0.428386092,0.200930312
320,320_2,4.087821051,702766.6531,5180820.984,Non_forest,Non,0.859627739,0.018526231
320,320_3,4.087821051,701744.6978,5180820.984,Soft,Forest,0.143092135,0.249278197
320,320_4,4.087821051,700722.7426,5180820.984,Soft,Forest,0.229676597,0.060211959
321,321_1,10.00000173,698711.7646,5180820.984,Soft,Forest,0.053192143,0.072377505
321,321_10,10.00000173,689711.7631,5180820.983,Soft,Forest,1.028973003,0.114384199
321,321_2,10.00000173,697711.7645,5180820.983,Soft,Forest,0.031717412,0.267940062
321,321_3,10.00000173,696711.7643,5180820.983,Mixed,Forest,0.007910407,0.105474772
321,321_4,10.00000173,695711.7641,5180820.983,Soft,Forest,0.226046426,0.224064925
321,321_5,10.00000173,694711.764,5180820.983,Non_forest,Non,0.427709553,0.347861579
321,321_6,10.00000173,693711.7638,5180820.983,Non_forest,Non,0.274361503,0.112916231
321,321_7,10.00000173,692711.7636,5180820.983,Non_forest,Non,0.47821645,0.189141881
321,321_8,10.00000173,691711.7634,5180820.983,Non_forest,Non,0.654875565,0.116921126
321,321_9,10.00000173,690711.7633,5180820.983,Non_forest,Non,0.67773382,0.037805991
322,322_1,10.0000017,687711.7627,5180820.983,Non_forest,Non,2.566969988,0.492218371
322,322_10,10.0000017,678711.7612,5180820.982,Non_forest,Non,3.780125202,0.203919873
322,322_2,10.0000017,686711.7626,5180820.983,Soft,Forest,3.514912543,0.184929737
322,322_3,10.0000017,685711.7624,5180820.983,Non_forest,Non,4.485519671,0.200233315
322,322_4,10.0000017,684711.7622,5180820.983,Non_forest,Non,5.466732485,0.073609238
322,322_5,10.0000017,683711.762,5180820.983,Non_forest,Non,6.144669041,0.278761937
322,322_6,10.0000017,682711.7619,5180820.983,Soft,Forest,5.391051203,0.306948244
322,322_7,10.0000017,681711.7617,5180820.982,Soft,Forest,4.729684547,0.011950639
322,322_8,10.0000017,680711.7615,5180820.982,Non_forest,Non,4.204330149,0.17354289
322,322_9,10.0000017,679711.7614,5180820.982,Non_forest,Non,3.870771119,0.202441725
323,323_1,10.00000175,676711.7608,5180820.982,Soft,Forest,4.347677991,0.152893735
323,323_10,10.00000175,667711.7593,5180820.982,Non_forest,Non,1.889764401,0.001450646
323,323_2,10.00000175,675711.7607,5180820.982,Non_forest,Non,4.920242186,0.302729806
323,323_3,10.00000175,674711.7605,5180820.982,Soft,Forest,5.138011948,0.127515282
323,323_4,10.00000175,673711.7603,5180820.982,Non_forest,Non,5.30398813,0.103481246
323,323_5,10.00000175,672711.7601,5180820.982,Soft,Forest,5.41071712,0.072872697
323,323_6,10.00000175,671711.76,5180820.982,Soft,Forest,5.516385654,0.279609914
323,323_7,10.00000175,670711.7598,5180820.982,Soft,Forest,4.557300654,0.201714065
323,323_8,10.00000175,669711.7596,5180820.982,Mixed,Forest,3.620423817,0.031290178
323,323_9,10.00000175,668711.7594,5180820.982,Soft,Forest,2.720553519,0.293482476
324,324_1,6.424611989,665676.3747,5180820.982,Soft,Forest,0.241470046,0.366155766
324,324_2,6.424611989,664605.606,5180820.981,Soft,Forest,0.119732594,0.016846417
324,324_3,6.424611989,663534.8373,5180820.981,Soft,Forest,0.405260054,0.140522456
324,324_4,6.424611989,662464.0687,5180820.981,Soft,Forest,0.837084788,0.341518799
324,324_5,6.424611989,661393.3,5180820.981,Mixed,Forest,1.746317734,0.106164184
324,324_6,6.424611989,660322.5313,5180820.981,Soft,Forest,1.589469139,0.348718586
325,325_1,1.143773003,703071.1972,5183820.984,Soft,Forest,0.417306171,0.057280226
325,325_2,1.143773003,701927.4242,5183820.984,Soft,Forest,1.251322318,0.126592183
325,325_3,1.143773003,700783.6512,5183820.984,Non_forest,Non,2.019631115,0.328566795
326,326_1,1.000000176,698711.7645,5183820.984,Non_forest,Non,2.927704169,0.163677343
326,326_10,1.000000176,689711.7629,5183820.984,Soft,Forest,3.834279943,0.099779631
326,326_2,1.000000176,697711.7643,5183820.984,Non_forest,Non,2.980751925,0.141050046
326,326_3,1.000000176,696711.7641,5183820.984,Non_forest,Non,2.948370771,0.156333347
326,326_4,1.000000176,695711.7639,5183820.984,Non_forest,Non,3.068438333,0.219650643
326,326_5,1.000000176,694711.7638,5183820.984,Non_forest,Non,3.329666403,0.284701473
326,326_6,1.000000176,693711.7636,5183820.984,Non_forest,Non,3.238459304,0.072720034
326,326_7,1.000000176,692711.7634,5183820.984,Non_forest,Non,3.336754292,0.25377077
326,326_8,1.000000176,691711.7632,5183820.984,Soft,Forest,3.613712843,0.536736821
326,326_9,1.000000176,690711.7631,5183820.984,Soft,Forest,3.668954628,0.247695766
327,327_1,1.000000172,687711.7625,5183820.983,Non_forest,Non,4.617405496,0.09454627
327,327_10,1.000000172,678711.761,5183820.983,Hard,Forest,0.791983283,0.142346533
327,327_2,1.000000172,686711.7624,5183820.983,Soft,Forest,5.204393257,0.094305838
327,327_3,1.000000172,685711.7622,5183820.983,Non_forest,Non,5.745998936,0.189342085
327,327_4,1.000000172,684711.762,5183820.983,Soft,Forest,4.952068078,0.396992756
327,327_5,1.000000172,683711.7618,5183820.983,Soft,Forest,4.218454739,0.109397274
327,327_6,1.000000172,682711.7617,5183820.983,Soft,Forest,3.538610996,0.079841862
327,327_7,1.000000172,681711.7615,5183820.983,Soft,Forest,2.829149077,0.006928262
327,327_8,1.000000172,680711.7613,5183820.983,Soft,Forest,1.973476392,0.128075009
327,327_9,1.000000172,679711.7612,5183820.983,Soft,Forest,1.149243071,0.117795829
328,328_1,1.00000017,676711.7606,5183820.983,Non_forest,Non,2.289147372,0.054874678
328,328_10,1.00000017,667711.7591,5183820.982,Mixed,Forest,2.8936401,0.02187298
328,328_2,1.00000017,675711.7604,5183820.983,Soft,Forest,2.174368099,0.14902763
328,328_3,1.00000017,674711.7603,5183820.983,Mixed,Forest,2.158947394,0.040629321
328,328_4,1.00000017,673711.7601,5183820.983,Hard,Forest,2.332138019,0.195741365
328,328_5,1.00000017,672711.7599,5183820.982,Non_forest,Non,2.493542041,0.0171525
328,328_6,1.00000017,671711.7598,5183820.982,Soft,Forest,2.956977801,0.087063503
328,328_7,1.00000017,670711.7596,5183820.982,Mixed,Forest,2.951877988,0.059646663
328,328_8,1.00000017,669711.7594,5183820.982,Soft,Forest,2.981516059,0.06730883
328,328_9,1.00000017,668711.7593,5183820.982,Soft,Forest,2.962780668,0.230801347
329,329_1,1.037304744,665693.1065,5183820.982,Mixed,Forest,0.979850759,0.431905888
329,329_2,1.037304744,664655.8018,5183820.982,Soft,Forest,0.187733265,0.278148424
329,329_3,1.037304744,663618.497,5183820.982,Mixed,Forest,0.739948661,0.133799885
329,329_4,1.037304744,662581.1923,5183820.982,Soft,Forest,1.732018383,0.137096342
329,329_5,1.037304744,661543.8875,5183820.982,Soft,Forest,2.750451442,0.055435261
330,330_1,0.927740855,703458.8575,5186820.985,Soft,Forest,0.6761782,0.141752297
330,330_2,0.927740855,702531.1167,5186820.985,Soft,Forest,0.221804846,0.335045652
330,330_3,0.927740855,701603.3758,5186820.985,Soft,Forest,0.551142878,0.081280373
330,330_4,0.927740855,700675.635,5186820.985,Non_forest,Non,1.46595524,0.345542707
331,331_1,1.000000173,698711.7643,5186820.985,Soft,Forest,3.391078618,0.062781199
331,331_10,1.000000173,689711.7627,5186820.984,Non_forest,Non,2.935594847,0.301519954
331,331_2,1.000000173,697711.7641,5186820.985,Non_forest,Non,3.620691216,0.228229569
331,331_3,1.000000173,696711.764,5186820.984,Non_forest,Non,2.906737128,0.007938681
331,331_4,1.000000173,695711.7638,5186820.984,Mixed,Forest,2.381884052,0.149405267
331,331_5,1.000000173,694711.7636,5186820.984,Mixed,Forest,2.138775803,0.175022029
331,331_6,1.000000173,693711.7634,5186820.984,Mixed,Forest,1.745088958,0.089642109
331,331_7,1.000000173,692711.7633,5186820.984,Soft,Forest,1.404263706,0.076700532
331,331_8,1.000000173,691711.7631,5186820.984,Non_forest,Non,1.480799678,0.318875138
331,331_9,1.000000173,690711.7629,5186820.984,Soft,Forest,2.098866836,0.27040107
332,332_1,1.000000167,687711.7624,5186820.984,Soft,Forest,4.800277992,0.045877699
332,332_10,1.000000167,678711.7608,5186820.983,Soft,Forest,0.611352805,0.298810828
332,332_2,1.000000167,686711.7622,5186820.984,Soft,Forest,4.937661002,0.133885423
332,332_3,1.000000167,685711.762,5186820.984,Non_forest,Non,4.16585945,0.149840912
332,332_4,1.000000167,684711.7619,5186820.984,Mixed,Forest,3.371345825,0.126674116
332,332_5,1.000000167,683711.7617,5186820.984,Non_forest,Non,2.544098631,0.345156731
332,332_6,1.000000167,682711.7615,5186820.984,Soft,Forest,1.612896838,0.090520017
332,332_7,1.000000167,681711.7614,5186820.984,Mixed,Forest,0.757439711,0.189599676
332,332_8,1.000000167,680711.7612,5186820.983,Hard,Forest,0.020560832,0.021571829
332,332_9,1.000000167,679711.761,5186820.983,Hard,Forest,0.214869621,0.070741874
333,333_1,1.000000173,676711.7604,5186820.983,Soft,Forest,0.278040837,0.193425001
333,333_10,1.000000173,667711.7589,5186820.983,Mixed,Forest,0.704916152,0.556219021
333,333_2,1.000000173,675711.7603,5186820.983,Soft,Forest,0.356108851,0.331995633
333,333_3,1.000000173,674711.7601,5186820.983,Mixed,Forest,0.639312372,0.178978865
333,333_4,1.000000173,673711.7599,5186820.983,Hard,Forest,0.623100408,0.008341983
333,333_5,1.000000173,672711.7597,5186820.983,Mixed,Forest,0.174376618,0.198549702
333,333_6,1.000000173,671711.7596,5186820.983,Hard,Forest,0.169902948,0.001732484
333,333_7,1.000000173,670711.7594,5186820.983,Hard,Forest,0.05421873,0.18980546
333,333_8,1.000000173,669711.7592,5186820.983,Mixed,Forest,0.066178234,0.178192371
333,333_9,1.000000173,668711.7591,5186820.983,Hard,Forest,0.09701033,0.131154197
334,334_1,0.875261065,665774.1281,5186820.983,Mixed,Forest,0.642653817,0.3360263
334,334_2,0.875261065,664898.8671,5186820.983,Soft,Forest,0.036752274,0.040053091
334,334_3,0.875261065,664023.606,5186820.983,Soft,Forest,0.624051582,0.046583967
